Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
836,Boltund,,Electric,,69,90,60,90,60,121,Yellow,8,4,1.0,34.0,Quadruped,0,"It sends electricity through its legs to boost their
strength. Running at top speed, it easily breaks
50 mph.",836,Strong Jaw,,Competitive,Dog Pokémon
837,Rolycoly,,Rock,,30,40,50,40,50,30,Black,8,4,0.3,12.0,Ball,0,"It can race around like a unicycle, even on rough,
rocky terrain. Burning coal sustains it.",837,Steam Engine,Heatproof,Flash Fire,Coal Pokémon
838,Carkol,,Rock,Fire,80,60,90,60,70,50,Black,8,4,1.1,78.0,Legs,0,"By rapidly rolling its legs, it can travel at over
18 mph. The temperature of the flames it
breathes exceeds 1,800 degrees Fahrenheit.",838,Steam Engine,Flame Body,Flash Fire,Coal Pokémon
839,Coalossal,,Rock,Fire,110,80,120,80,90,30,Black,8,4,2.8,310.5,Humanoid,0,"While it’s engaged in battle, its mountain of coal
will burn bright red, sending off sparks that
scorch the surrounding area.",839,Steam Engine,Flame Body,Flash Fire,Coal Pokémon
839,Coalossal,Gigantamax Coalossal,Rock,Fire,110,80,120,80,90,30,Black,8,4,42.0,9999.99,Humanoid,1,"Its body is a colossal stove. With Gigantamax energy stoking the fire, this Pokémon's flame burns hotter than 3,600 degrees Fahrenheit.",10215,Steam Engine,Flame Body,Flash Fire,Coal Pokémon
840,Applin,,Grass,Dragon,40,40,80,40,40,20,Green,8,4,0.2,0.5,Squiggle,0,"As soon as it’s born, it burrows into an apple. Not
only does the apple serve as its food source, but
the flavor of the fruit determines its evolution.",840,Ripen,Gluttony,Bulletproof,Apple Core Pokémon
841,Flapple,,Grass,Dragon,70,110,80,95,60,70,Green,8,4,0.3,1.0,Wings,0,"It flies on wings of apple skin and spits a
powerful acid. It can also change its shape
into that of an apple.",841,Ripen,Gluttony,Hustle,Apple Wing Pokémon
841,Flapple,Gigantamax Flapple,Grass,Dragon,70,110,80,95,60,70,Green,8,4,24.0,9999.99,Wings,1,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple.",10216,Ripen,Gluttony,Hustle,Apple Wing Pokémon
842,Appletun,,Grass,Dragon,110,85,80,100,80,30,Green,8,4,0.4,13.0,Quadruped,0,"Its body is covered in sweet nectar, and the
skin on its back is especially yummy. Children
used to have it as a snack.",842,Ripen,Gluttony,Thick Fat,Apple Nectar Pokémon
842,Appletun,Gigantamax Appletun,Grass,Dragon,110,85,80,100,80,30,Green,8,4,24.0,9999.99,Quadruped,1,"Due to Gigantamax energy, this Pokémon's nectar has thickened. The increased viscosity lets the nectar absorb more damage than before.",10217,Ripen,Gluttony,Thick Fat,Apple Nectar Pokémon
843,Silicobra,,Ground,,52,57,75,35,50,46,Green,8,4,2.2,7.6,Squiggle,0,"It spews sand from its nostrils. While the enemy
is blinded, it burrows into the ground to hide.",843,Sand Spit,Shed Skin,Sand Veil,Sand Snake Pokémon
844,Sandaconda,,Ground,,72,107,125,65,70,71,Green,8,4,3.8,65.5,Squiggle,0,"Its unique style of coiling allows it to blast sand
out of its sand sac more efficiently.",844,Sand Spit,Shed Skin,Sand Veil,Sand Snake Pokémon
844,Sandaconda,Gigantamax Sandaconda,Ground,,72,107,125,65,70,71,Green,8,4,22.0,9999.99,Squiggle,1,"Its sand pouch has grown to tremendous proportions. More than 1,000,000 tons of sand now swirl around its body.",10218,Sand Spit,Shed Skin,Sand Veil,Sand Snake Pokémon
845,Cramorant,,Flying,Water,70,85,55,85,95,85,Blue,8,4,0.8,18.0,Wings,0,"This hungry Pokémon swallows Arrokuda whole.
Occasionally, it makes a mistake and tries to
swallow a Pokémon other than its preferred prey.",845,Gulp Missile,,,Gulp Pokémon
846,Arrokuda,,Water,,41,63,40,40,30,66,Brown,8,4,0.5,1.0,Fish,0,"After it’s eaten its fill, its movements become
extremely sluggish. That’s when Cramorant
swallows it up.",846,Swift Swim,,Propeller Tail,Rush Pokémon
847,Barraskewda,,Water,,61,123,60,60,50,136,Brown,8,4,1.3,30.0,Fish,0,"It spins its tail fins to propel itself, surging
forward at speeds of over 100 knots before
ramming prey and spearing into them.",847,Swift Swim,,Propeller Tail,Skewer Pokémon
848,Toxel,,Electric,Poison,40,38,35,54,35,40,Purple,8,4,0.4,11.0,Upright,0,"It manipulates the chemical makeup of its poison
to produce electricity. The voltage is weak, but it
can cause a tingling paralysis.",848,Rattled,Static,Klutz,Baby Pokémon
849,Toxtricity,Amped Toxtricity,Electric,Poison,75,98,70,114,70,75,Purple,8,4,1.6,40.0,Upright,0,"This short-tempered and aggressive Pokémon
chugs stagnant water to absorb any toxins it
might contain.",849,Punk Rock,Plus,Technician,Punk Pokémon
849,Toxtricity,Low Key Toxtricity,Electric,Poison,75,98,70,114,70,75,Purple,8,4,1.6,40.0,Upright,1,"It has an electrical organ on its chest. While generating electricity, it fills its surroundings with what sounds like the strumming of a bass guitar.",10184,Punk Rock,Minus,Technician,Punk Pokémon
849,Toxtricity,Gigantamax Toxtricity,Electric,Poison,75,98,70,114,70,75,Purple,8,4,24.0,9999.99,Quadruped,2,"Out of control after its own poison penetrated its brain, it tears across the land in a rampage, contaminating the earth with toxic sweat.",10219,Punk Rock,Plus,Technician,Punk Pokémon
850,Sizzlipede,,Fire,Bug,50,65,45,50,50,45,Red,8,4,0.7,1.0,Tentacles,0,"It wraps prey up with its heated body, cooking
them in its coils. Once they’re well-done, it will
voraciously nibble them down to the last morsel.",850,Flash Fire,White Smoke,Flame Body,Radiator Pokémon
851,Centiskorch,,Fire,Bug,100,115,65,90,90,65,Red,8,4,3.0,120.0,Tentacles,0,"While its burning body is already dangerous on
its own, this excessively hostile Pokémon also has
large and very sharp fangs.",851,Flash Fire,White Smoke,Flame Body,Radiator Pokémon
851,Centiskorch,Gigantamax Centiskorch,Fire,Bug,100,115,65,90,90,65,Red,8,4,75.0,9999.99,Tentacles,1,The heat that comes off a Gigantamax Centiskorch may destabilize air currents. Sometimes it can even cause storms.,10220,Flash Fire,White Smoke,Flame Body,Radiator Pokémon
852,Clobbopus,,Fighting,,50,68,60,50,50,32,Brown,8,4,0.6,4.0,Tentacles,0,"Its tentacles tear off easily, but it isn’t alarmed
when that happens—it knows they’ll grow back.
It’s about as smart as a three-year-old.",852,Limber,,Technician,Tantrum Pokémon
853,Grapploct,,Fighting,,80,118,90,70,80,42,Blue,8,4,1.6,39.0,Tentacles,0,"Searching for an opponent to test its skills
against, it emerges onto land. Once the battle
is over, it returns to the sea.",853,Limber,,Technician,Jujitsu Pokémon
854,Sinistea,,Ghost,,40,45,45,74,54,50,Purple,8,-1,0.1,0.2,Ball,0,"The teacup in which this Pokémon makes its
home is a famous piece of antique tableware.
Many forgeries are in circulation.",854,Weak Armor,,Cursed Body,Black Tea Pokémon
855,Polteageist,,Ghost,,60,65,65,134,114,70,Purple,8,-1,0.2,0.4,Ball,0,"Leaving leftover black tea unattended is asking
for this Pokémon to come along and pour itself
into it, turning the tea into a new Polteageist.",855,Weak Armor,,Cursed Body,Black Tea Pokémon
856,Hatenna,,Psychic,,42,30,45,56,53,39,Pink,8,8,0.4,3.4,Legs,0,"If this Pokémon senses a strong emotion, it
will run away as fast as it can. It prefers areas
without people.",856,Healer,Anticipation,Magic Bounce,Calm Pokémon
857,Hattrem,,Psychic,,57,40,65,86,73,49,Pink,8,8,0.6,4.8,Humanoid,0,"Using the braids on its head, it pummels foes to
get them to quiet down. One blow from those
braids would knock out a professional boxer.",857,Healer,Anticipation,Magic Bounce,Serene Pokémon
858,Hatterene,,Psychic,Fairy,57,90,95,136,103,29,Pink,8,8,2.1,5.1,Blob,0,"If you’re too loud around it, you risk being torn
apart by the claws on its tentacle. This Pokémon
is also known as the Forest Witch.",858,Healer,Anticipation,Magic Bounce,Silent Pokémon
858,Hatterene,Gigantamax Hatterene,Psychic,Fairy,57,90,95,136,103,29,Pink,8,8,26.0,9999.99,Blob,1,Beams like lightning shoot down from its tentacles. It's known to some as the Raging Goddess.,10221,Healer,Anticipation,Magic Bounce,Silent Pokémon
859,Impidimp,,Dark,Fairy,45,45,30,55,40,50,Pink,8,0,0.4,5.5,Humanoid,0,"It sneaks into people’s homes, stealing things
and feasting on the negative energy of the
frustrated occupants.",859,Prankster,Frisk,Pickpocket,Wily Pokémon
860,Morgrem,,Dark,Fairy,65,60,45,75,55,70,Pink,8,0,0.8,12.5,Humanoid,0,"With sly cunning, it tries to lure people into the
woods. Some believe it to have the power to
make crops grow.",860,Prankster,Frisk,Pickpocket,Devious Pokémon
861,Grimmsnarl,,Dark,Fairy,95,120,65,95,75,60,Purple,8,0,1.5,61.0,Humanoid,0,"Its hairs work like muscle fibers. When its hairs
unfurl, they latch on to opponents, ensnaring
them as tentacles would.",861,Prankster,Frisk,Pickpocket,Bulk Up Pokémon
861,Grimmsnarl,Gigantamax Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,Purple,8,0,32.0,9999.99,Humanoid,1,"Gigantamax energy has caused more hair to sprout all over its body. With the added strength, it can jump over the world's tallest building.",10222,Prankster,Frisk,Pickpocket,Bulk Up Pokémon
862,Obstagoon,,Dark,Normal,93,90,101,60,81,95,Gray,8,4,1.6,46.0,Upright,0,"It evolved after experiencing numerous fights.
While crossing its arms, it lets out a shout that
would make any opponent flinch.",862,Reckless,Guts,Defiant,Blocking Pokémon
863,Perrserker,,Steel,,70,110,100,50,60,50,Brown,8,4,0.8,28.0,Upright,0,"After many battles, it evolved dangerous
claws that come together to form daggers
when extended.",863,Battle Armor,Tough Claws,Steely Spirit,Viking Pokémon
864,Cursola,,Ghost,,60,95,50,145,130,30,White,8,6,1.0,0.4,Arms,0,"Be cautious of the ectoplasmic body
surrounding its soul. You’ll become
stiff as stone if you touch it.",864,Weak Armor,,Perish Body,Coral Pokémon
865,Sirfetch'd,,Fighting,,62,135,95,68,82,65,White,8,4,0.8,117.0,Wings,0,"After deflecting attacks with its hard leaf shield,
it strikes back with its sharp leek stalk. The leek
stalk is both weapon and food.",865,Steadfast,,Scrappy,Wild Duck Pokémon
866,Mr. Rime,,Ice,Psychic,80,85,75,110,100,70,Purple,8,4,1.5,58.2,Humanoid,0,"Its amusing movements make it very popular.
It releases its psychic power from the pattern
on its belly.",866,Tangled Feet,Screen Cleaner,Ice Body,Comedian Pokémon
867,Runerigus,,Ground,Ghost,58,95,145,50,105,30,Gray,8,4,1.6,66.6,Blob,0,"Never touch its shadowlike body, or you’ll be
shown the horrific memories behind the picture
carved into it.",867,Wandering Spirit,,,Grudge Pokémon
868,Milcery,,Fairy,,45,40,40,50,61,34,White,8,8,0.2,0.3,Ball,0,"They say that any patisserie visited by Milcery
is guaranteed success and good fortune.",868,Sweet Veil,,Aroma Veil,Cream Pokémon
869,Alcremie,,Fairy,,65,60,75,110,121,64,White,8,8,0.3,0.5,Blob,0,"When Alcremie is content, the cream it
secretes from its hands becomes sweeter
and richer.",869,Sweet Veil,,Aroma Veil,Cream Pokémon
869,Alcremie,Gigantamax Alcremie,Fairy,,65,60,75,110,121,64,White,8,8,30.0,9999.99,Blob,1,Cream pours endlessly from this Pokémon's body. The cream stiffens when compressed by an impact. A harder impact results in harder cream.,10223,Sweet Veil,,Aroma Veil,Cream Pokémon
870,Falinks,,Fighting,,65,100,100,70,60,75,Yellow,8,-1,3.0,62.0,Heads,0,"The six of them work together as one Pokémon.
Teamwork is also their battle strategy, and they
constantly change their formation as they fight.",870,Battle Armor,,Defiant,Formation Pokémon
871,Pincurchin,,Electric,,48,101,95,91,85,15,Purple,8,4,0.3,1.0,Tentacles,0,"It stores electricity in each spine. Even if one gets
broken off, it still continues to emit electricity for
at least three hours.",871,Lightning Rod,,Electric Surge,Sea Urchin Pokémon
872,Snom,,Ice,Bug,30,25,35,45,30,20,White,8,4,0.3,3.8,Squiggle,0,"It eats snow that piles up on the ground.
The more snow it eats, the bigger and more
impressive the spikes on its back grow.",872,Shield Dust,,Ice Scales,Worm Pokémon
873,Frosmoth,,Ice,Bug,70,65,60,125,90,65,White,8,4,1.3,42.0,Bug wings,0,"It shows no mercy to any who desecrate fields
and mountains. It will fly around on its icy wings,
causing a blizzard to chase offenders away.",873,Shield Dust,,Ice Scales,Frost Moth Pokémon
874,Stonjourner,,Rock,,100,125,135,20,20,70,Gray,8,4,2.5,520.0,Legs,0,"Once a year, on a specific date and at a specific
time, they gather out of nowhere and form up in
a circle.",874,Power Spot,,,Big Rock Pokémon
875,Eiscue,Ice Face Eiscue,Ice,,75,80,110,65,90,50,Blue,8,4,1.4,89.0,Upright,0,"This Pokémon keeps its heat-sensitive head cool
with ice. It fishes for its food, dangling its single
hair into the sea to lure in prey.",875,Ice Face,,,Penguin Pokémon
875,Eiscue,Noice Face Eiscue,Ice,,75,80,70,65,50,130,Blue,8,4,1.4,89.0,Upright,1,"The hair on its head connects to the surface of its brain. When this Pokémon has something on its mind, its hair chills the air around it.",10185,Ice Face,,,Penguin Pokémon
876,Indeedee,Male Indeedee,Psychic,Normal,60,65,55,105,95,95,Purple,8,4,0.9,28.0,Upright,0,"Through its horns, it can pick up on the emotions
of creatures around it. Positive emotions are the
source of its strength.",876,Inner Focus,Synchronize,Psychic Surge,Emotion Pokémon
876,Indeedee,Female Indeedee,Psychic,Normal,70,55,65,95,105,85,Purple,8,4,0.9,28.0,Upright,1,They diligently serve people and Pokémon so they can gather feelings of gratitude. The females are particularly good at babysitting.,10186,Own Tempo,Synchronize,Psychic Surge,Emotion Pokémon
877,Morpeko,Full Belly Morpeko,Electric,Dark,58,95,58,70,58,97,Yellow,8,4,0.3,3.0,Humanoid,0,"It carries electrically roasted seeds with it as if
they’re precious treasures. No matter how much
it eats, it always gets hungry again in short order.",877,Hunger Switch,,,Two-Sided Pokémon
877,Morpeko,Hangry Morpeko,Electric,Dark,58,95,58,70,58,97,Purple,8,4,0.3,3.0,Humanoid,1,"Intense hunger drives it to extremes of violence, and the electricity in its cheek sacs has converted into a Dark-type energy.",10187,Hunger Switch,,,Two-Sided Pokémon
878,Cufant,,Steel,,72,80,49,40,49,40,Yellow,8,4,1.2,100.0,Quadruped,0,"If a job requires serious strength, this Pokémon
will excel at it. Its copper body tarnishes in the
rain, turning a vibrant green color.",878,Sheer Force,,Heavy Metal,Copperderm Pokémon
879,Copperajah,,Steel,,122,130,69,80,69,30,Green,8,4,3.0,650.0,Quadruped,0,"These Pokémon live in herds. Their trunks have
incredible grip strength, strong enough to crush
giant rocks into powder.",879,Sheer Force,,Heavy Metal,Copperderm Pokémon
879,Copperajah,Gigantamax Copperajah,Steel,,122,130,69,80,69,30,Green,8,4,23.0,9999.99,Quadruped,1,"After this Pokémon has Gigantamaxed, its massive nose can utterly demolish large structures with a single smashing blow.",10224,Sheer Force,,Heavy Metal,Copperderm Pokémon
880,Dracozolt,,Electric,Dragon,90,100,90,80,70,75,Green,8,-1,1.8,190.0,Upright,0,"The powerful muscles in its tail generate its
electricity. Compared to its lower body,
its upper half is entirely too small.",880,Volt Absorb,Hustle,Sand Rush,Fossil Pokémon
881,Arctozolt,,Electric,Ice,90,100,90,90,80,55,Blue,8,-1,2.3,150.0,Upright,0,"This Pokémon lived on prehistoric seashores and
was able to preserve food with the ice on its
body. It went extinct because it moved so slowly.",881,Volt Absorb,Static,Slush Rush,Fossil Pokémon
882,Dracovish,,Water,Dragon,90,90,100,70,80,75,Green,8,-1,2.3,215.0,Legs,0,"Its mighty legs are capable of running at
speeds exceeding 40 mph, but this Pokémon
can’t breathe unless it’s underwater.",882,Water Absorb,Strong Jaw,Sand Rush,Fossil Pokémon
883,Arctovish,,Water,Ice,90,90,100,80,90,55,Blue,8,-1,2.0,175.0,Fish,0,"The skin on its face is impervious to attack, but
breathing difficulties made this Pokémon go
extinct anyway.",883,Water Absorb,Ice Body,Slush Rush,Fossil Pokémon
884,Duraludon,,Steel,Dragon,70,95,115,120,50,85,White,8,4,1.8,40.0,Upright,0,"The special metal that composes its body is very
light, so this Pokémon has considerable agility.
It lives in caves because it dislikes the rain.",884,Light Metal,Heavy Metal,Stalwart,Alloy Pokémon
884,Duraludon,Gigantamax Duraludon,Steel,Dragon,70,95,115,120,50,85,White,8,4,43.0,9999.99,Upright,1,It's grown to resemble a skyscraper. Parts of its towering body glow due to a profusion of energy.,10225,Light Metal,Heavy Metal,Stalwart,Alloy Pokémon
885,Dreepy,,Dragon,Ghost,28,60,30,40,30,82,Green,8,4,0.5,2.0,Squiggle,0,"If this weak Pokémon is by itself, a mere child
could defeat it. But if Dreepy has friends to help
it train, it can evolve and become much stronger.",885,Clear Body,Infiltrator,Cursed Body,Lingering Pokémon
886,Drakloak,,Dragon,Ghost,68,80,50,60,50,102,Green,8,4,1.4,11.0,Arms,0,"Without a Dreepy to place on its head and
care for, it gets so uneasy it’ll try to substitute
any Pokémon it finds for the missing Dreepy.",886,Clear Body,Infiltrator,Cursed Body,Caretaker Pokémon
887,Dragapult,,Dragon,Ghost,88,120,75,100,75,142,Green,8,4,3.0,50.0,Upright,0,"Apparently the Dreepy inside Dragapult’s
horns eagerly look forward to being launched out
at Mach speeds.",887,Clear Body,Infiltrator,Cursed Body,Stealth Pokémon
888,Zacian,Hero of Many Battles Zacian,Fairy,,92,120,115,80,115,138,Blue,8,-1,2.8,110.0,Quadruped,0,"This Pokémon has slumbered for many years.
Some say it’s Zamazenta’s elder sister—others
say the two Pokémon are rivals.",888,Intrepid Sword,,,Warrior Pokémon
888,Zacian,Crowned Sword Zacian,Fairy,Steel,92,150,115,80,115,148,Blue,8,-1,2.8,255.0,Quadruped,1,"Able to cut down anything with a single strike, it became known as the Fairy King's Sword, and it inspired awe in friend and foe alike.",10188,Intrepid Sword,,,Warrior Pokémon
889,Zamazenta,Hero of Many Battles Zamazenta,Fighting,,92,120,115,80,115,138,Red,8,-1,2.9,210.0,Quadruped,0,"This Pokémon slept for aeons while in the form of
a statue. It was asleep for so long, people forgot
that it ever existed.",889,Dauntless Shield,,,Warrior Pokémon
